sciname,common_name,genus,subfamily,family,order,class,superclass,phylum,kingdom,isscaap
sargocentron spiniferum,sabre squirrelfish,sargocentron,holocentrinae,holocentridae,holocentriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
sargocentron xantherythrum,hawaiian squirrelfish,sargocentron,holocentrinae,holocentridae,holocentriformes,teleostei,osteichthyes,chordata,animalia,NA
sarotherodon galilaeus,mango tilapia,sarotherodon,pseudocrenilabrinae,cichlidae,cichliformes,actinopterygii,osteichthyes,chordata,animalia,Tilapias and other cichlids
sarotherodon melanotheron,blackchin tilapia,sarotherodon,pseudocrenilabrinae,cichlidae,cichliformes,actinopterygii,osteichthyes,chordata,animalia,Tilapias and other cichlids
sarpa salpa,salema,sarpa,NA,sparidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
saurida,lizardfishes,saurida,harpadontinae,synodontidae,aulopiformes,teleostei,osteichthyes,chordata,animalia,NA
saurida tumbil,greater lizardfish,saurida,harpadontinae,synodontidae,aulopiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
saurida undosquamis,brushtooth lizardfish,saurida,harpadontinae,synodontidae,aulopiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
saxidomus gigantea,butter clam,saxidomus,NA,veneridae,venerida,bivalvia,NA,mollusca,animalia,"Clams, cockles, arkshells"
scaeurgus unicirrhus,unihorn octopus,scaeurgus,octopodinae,octopodidae,octopoda,cephalopoda,NA,mollusca,animalia,"Squids, cuttlefishes, octopuses"
scapharca,,scapharca,NA,arcidae,arcida,bivalvia,NA,mollusca,animalia,"Clams, cockles, arkshells"
scardinius erythrophthalmus,rudd,scardinius,leuciscinae,leuciscidae,cypriniformes,actinopterygii,osteichthyes,chordata,animalia,"Carps, barbels and other cyprinids"
scaridae,parrotfishes nei,NA,NA,scaridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scartichthys gigas,giant blenny,scartichthys,salariinae,blenniidae,blenniiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scarus,,scarus,scarinae,scaridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scarus coelestinus,midnight parrotfish,scarus,scarinae,scaridae,eupercaria/misc,teleostei,osteichthyes,chordata,animalia,NA
scarus coeruleus,blue parrotfish,scarus,scarinae,scaridae,eupercaria/misc,teleostei,osteichthyes,chordata,animalia,NA
scarus dimidiatus,yellowbarred parrotfish,scarus,scarinae,scaridae,eupercaria/misc,teleostei,osteichthyes,chordata,animalia,NA
scarus forsteni,forsten's parrotfish,scarus,scarinae,scaridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scarus frenatus,bridled parrotfish,scarus,scarinae,scaridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scarus ghobban,blue-barred parrotfish,scarus,scarinae,scaridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scarus globiceps,globehead parrotfish,scarus,scarinae,scaridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scarus guacamaia,rainbow parrotfish,scarus,scarinae,scaridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scarus niger,dusky parrotfish,scarus,scarinae,scaridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scarus oviceps,darkcapped parrotfish,scarus,scarinae,scaridae,eupercaria/misc,teleostei,osteichthyes,chordata,animalia,NA
scarus persicus,gulf parrotfish,scarus,scarinae,scaridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scarus psittacus,common parrotfish,scarus,scarinae,scaridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scarus rubroviolaceus,ember parrotfish,scarus,scarinae,scaridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scarus taeniopterus,princess parrotfish,scarus,scarinae,scaridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scarus tricolor,tricolour parrotfish,scarus,scarinae,scaridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scarus vetula,queen parrotfish,scarus,scarinae,scaridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scatophagus,scats,scatophagus,NA,scatophagidae,acanthuriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scatophagus argus,spotted scat,scatophagus,NA,scatophagidae,acanthuriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
schedophilus ovalis,imperial blackfish,schedophilus,NA,centrolophidae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
schedophilus pemarco,pemarco blackfish,schedophilus,NA,centrolophidae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
schedophilus velaini,violet warehou,schedophilus,NA,centrolophidae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
schizodon fasciatus,,schizodon,NA,anostomidae,characiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
schizothorax,snowtrouts nei,schizothorax,schizothoracinae,cyprinidae,cypriniformes,actinopterygii,osteichthyes,chordata,animalia,"Carps, barbels and other cyprinids"
schizothorax curvifrons,sattar snowtrout,schizothorax,schizothoracinae,cyprinidae,cypriniformes,actinopterygii,osteichthyes,chordata,animalia,"Carps, barbels and other cyprinids"
sciades couma,couma sea catfish,sciades,ariinae,ariidae,siluriformes,teleostei,osteichthyes,chordata,animalia,NA
sciades dowii,brown sea catfish,sciades,ariinae,ariidae,siluriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
sciades parkeri,gillbacker sea catfish,sciades,ariinae,ariidae,siluriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
sciades passany,passany sea catfish,sciades,ariinae,ariidae,siluriformes,teleostei,osteichthyes,chordata,animalia,NA
sciades proops,crucifix sea catfish,sciades,ariinae,ariidae,siluriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
sciaena,sciaenas nei,sciaena,NA,sciaenidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
sciaena deliciosa,lorna drum,sciaena,NA,sciaenidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
sciaena umbra,brown meagre,sciaena,NA,sciaenidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
sciaenidae,"croakers, drums nei",NA,NA,sciaenidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
sciaenops ocellatus,red drum,sciaenops,NA,sciaenidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
sclerocrangon,sculptured shrimps nei,sclerocrangon,NA,crangonidae,decapoda,malacostraca,NA,arthropoda,animalia,"Shrimps, prawns"
scleropages formosus,asian bonytongue,scleropages,osteoglossinae,osteoglossidae,osteoglossiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
scolopsis,monocle breams,scolopsis,NA,nemipteridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scolopsis taeniata,black-streaked monocle bream,scolopsis,NA,nemipteridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scomber,scomber mackerels nei,scomber,scombrinae,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
scomber australasicus,blue mackerel,scomber,scombrinae,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
scomber colias,atlantic chub mackerel,scomber,scombrinae,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
scomber japonicus,pacific chub mackerel,scomber,scombrinae,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
scomber scombrus,atlantic mackerel,scomber,scombrinae,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
scomberesocidae,sauries nei,NA,NA,scomberesocidae,beloniformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
scomberesox saurus,atlantic saury,scomberesox,NA,scomberesocidae,beloniformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
scomberoides,queenfishes,scomberoides,scomberoidinae,carangidae,carangiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
scomberoides commersonnianus,talang queenfish,scomberoides,scomberoidinae,carangidae,carangiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
scomberoides lysan,doublespotted queenfish,scomberoides,scomberoidinae,carangidae,carangiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
scomberoides tol,needlescaled queenfish,scomberoides,scomberoidinae,carangidae,carangiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
scomberomorus,seerfishes nei,scomberomorus,scombrinae,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,"Tunas, bonitos, billfishes"
scomberomorus brasiliensis,serra spanish mackerel,scomberomorus,scombrinae,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,"Tunas, bonitos, billfishes"
scomberomorus cavalla,king mackerel,scomberomorus,scombrinae,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,"Tunas, bonitos, billfishes"
scomberomorus commerson,narrow-barred spanish mackerel,scomberomorus,scombrinae,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,"Tunas, bonitos, billfishes"
scomberomorus guttatus,indo-pacific king mackerel,scomberomorus,scombrinae,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,"Tunas, bonitos, billfishes"
scomberomorus lineolatus,streaked seerfish,scomberomorus,scombrinae,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,"Tunas, bonitos, billfishes"
scomberomorus maculatus,atlantic spanish mackerel,scomberomorus,scombrinae,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,"Tunas, bonitos, billfishes"
scomberomorus niphonius,japanese spanish mackerel,scomberomorus,scombrinae,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,"Tunas, bonitos, billfishes"
scomberomorus regalis,cero,scomberomorus,scombrinae,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,"Tunas, bonitos, billfishes"
scomberomorus semifasciatus,broad-barred king mackerel,scomberomorus,scombrinae,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,"Tunas, bonitos, billfishes"
scomberomorus sierra,pacific sierra,scomberomorus,scombrinae,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,"Tunas, bonitos, billfishes"
scomberomorus tritor,west african spanish mackerel,scomberomorus,scombrinae,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,"Tunas, bonitos, billfishes"
scombridae,mackerels nei,NA,NA,scombridae,scombriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
scombrinae,"mackerels, tunas, and bonitos",NA,NA,NA,NA,NA,NA,NA,NA,Multiple ISSCAAP groups
scopelogadus beanii,,scopelogadus,NA,melamphaidae,beryciformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
scophthalmidae,turbots nei,NA,NA,scophthalmidae,pleuronectiformes,actinopterygii,osteichthyes,chordata,animalia,"Flounders, halibuts, soles"
scophthalmus aquosus,windowpane flounder,scophthalmus,NA,scophthalmidae,pleuronectiformes,actinopterygii,osteichthyes,chordata,animalia,"Flounders, halibuts, soles"
scophthalmus maximus,turbot,scophthalmus,NA,scophthalmidae,pleuronectiformes,actinopterygii,osteichthyes,chordata,animalia,"Flounders, halibuts, soles"
scophthalmus rhombus,brill,scophthalmus,NA,scophthalmidae,pleuronectiformes,actinopterygii,osteichthyes,chordata,animalia,"Flounders, halibuts, soles"
scorpaena,"scorpionfishes, rockfishes nei",scorpaena,scorpaeninae,scorpaenidae,perciformes/scorpaenoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
scorpaena angolensis,angola rockfish,scorpaena,scorpaeninae,scorpaenidae,perciformes/scorpaenoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
scorpaena elongata,slender rockfish,scorpaena,scorpaeninae,scorpaenidae,perciformes/scorpaenoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
scorpaena histrio,player scorpionfish,scorpaena,scorpaeninae,scorpaenidae,perciformes/scorpaenoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
scorpaena notata,small red scorpionfish,scorpaena,scorpaeninae,scorpaenidae,perciformes/scorpaenoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
scorpaena porcus,black scorpionfish,scorpaena,scorpaeninae,scorpaenidae,perciformes/scorpaenoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
scorpaena russula,reddish scorpionfish,scorpaena,scorpaeninae,scorpaenidae,perciformes/scorpaenoidei,teleostei,osteichthyes,chordata,animalia,NA
scorpaena scrofa,red scorpionfish,scorpaena,scorpaeninae,scorpaenidae,perciformes/scorpaenoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
scorpaena sonorae,sonora scorpionfish,scorpaena,scorpaeninae,scorpaenidae,perciformes/scorpaenoidei,teleostei,osteichthyes,chordata,animalia,NA
scorpaenichthys marmoratus,cabezon,scorpaenichthys,NA,cottidae,perciformes/cottoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scorpaenidae,"scorpionfishes, redfishes nei",NA,NA,scorpaenidae,perciformes/scorpaenoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
scorpaeniformes,mail-cheeked fishes,NA,NA,NA,scorpaeniformes,actinopterygii,NA,chordata,animalia,Miscellaneous demersal fishes
scorpaenodes caribbaeus,reef scorpionfish,scorpaenodes,scorpaeninae,scorpaenidae,perciformes/scorpaenoidei,teleostei,osteichthyes,chordata,animalia,NA
scorpaenopsis diabolus,false stonefish,scorpaenopsis,scorpaeninae,scorpaenidae,perciformes/scorpaenoidei,teleostei,osteichthyes,chordata,animalia,NA
scorpis violacea,blue maomao,scorpis,NA,scorpididae,centrarchiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
scortum barcoo,barcoo grunter,scortum,NA,terapontidae,centrarchiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
scrobicularia plana,peppery furrow,scrobicularia,NA,semelidae,cardiida,bivalvia,NA,mollusca,animalia,"Clams, cockles, arkshells"
scyliorhinidae,"catsharks, etc. nei",NA,NA,scyliorhinidae,carcharhiniformes,elasmobranchii,chondrichthyes,chordata,animalia,"Sharks, rays, chimaeras"
scyliorhinus,"catsharks, nursehounds nei",scyliorhinus,NA,scyliorhinidae,carcharhiniformes,elasmobranchii,chondrichthyes,chordata,animalia,"Sharks, rays, chimaeras"
scyliorhinus canicula,small-spotted catshark,scyliorhinus,NA,scyliorhinidae,carcharhiniformes,elasmobranchii,chondrichthyes,chordata,animalia,"Sharks, rays, chimaeras"
scyliorhinus stellaris,nursehound,scyliorhinus,NA,scyliorhinidae,carcharhiniformes,elasmobranchii,chondrichthyes,chordata,animalia,"Sharks, rays, chimaeras"
scylla,,scylla,portuninae,portunidae,decapoda,malacostraca,NA,arthropoda,animalia,"Crabs, sea-spiders"
scylla olivacea,orange mud crab,scylla,portuninae,portunidae,decapoda,malacostraca,NA,arthropoda,animalia,"Crabs, sea-spiders"
scylla paramamosain,green mud crab,scylla,portuninae,portunidae,decapoda,malacostraca,NA,arthropoda,animalia,"Crabs, sea-spiders"
scylla serrata,indo-pacific swamp crab,scylla,portuninae,portunidae,decapoda,malacostraca,NA,arthropoda,animalia,"Crabs, sea-spiders"
scyllaridae,slipper lobsters nei,NA,NA,scyllaridae,decapoda,malacostraca,NA,arthropoda,animalia,"Lobsters, spiny-rock lobsters"
scyllarides aequinoctialis,spanish slipper lobster,scyllarides,NA,scyllaridae,decapoda,malacostraca,NA,arthropoda,animalia,"Lobsters, spiny-rock lobsters"
scyllarides haanii,aesop slipper lobster,scyllarides,NA,scyllaridae,decapoda,malacostraca,NA,arthropoda,animalia,NA
scyllarides latus,mediterranean slipper lobster,scyllarides,NA,scyllaridae,decapoda,malacostraca,NA,arthropoda,animalia,"Lobsters, spiny-rock lobsters"
scyllarides nodifer,ridged slipper lobster,scyllarides,NA,scyllaridae,decapoda,malacostraca,NA,arthropoda,animalia,"Lobsters, spiny-rock lobsters"
scyllarus arctus,lesser slipper lobster,scyllarus,NA,scyllaridae,decapoda,malacostraca,NA,arthropoda,animalia,"Lobsters, spiny-rock lobsters"
scymnodon ringens,knifetooth dogfish,scymnodon,NA,somniosidae,squaliformes,elasmobranchii,chondrichthyes,chordata,animalia,"Sharks, rays, chimaeras"
scyphozoa,true jellyfishes,NA,NA,NA,NA,scyphozoa,NA,cnidaria,animalia,NA
sebastes,redfishes nei,sebastes,sebastinae,sebastidae,perciformes/scorpaenoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
sebastes aleutianus,rougheye rockfish,sebastes,sebastinae,sebastidae,perciformes/scorpaenoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
sebastes alutus,pacific ocean perch,sebastes,sebastinae,sebastidae,perciformes/scorpaenoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
